Real	Counterfactual
7	7
28	28
10	14
33	36
31	31
26	31
65	74
58	69
113	93
200	208
11	13
7	7
22	27
33	29
57	59
53	69
71	71
175	153
231	185
516	516
1	1
3	3
15	15
11	15
25	25
30	30
50	35
42	44
104	93
184	154
2	2
12	12
38	38
48	44
30	30
37	39
57	58
86	74
202	164
140	144
1	1
1	1
6	6
4	4
20	25
35	35
47	47
139	120
130	141
197	207
3	3
17	17
42	42
39	43
35	36
35	46
74	78
82	79
89	64
127	112
3	3
7	7
12	12
21	24
20	24
23	23
38	38
88	88
113	116
169	134
2	2
45	45
13	13
26	26
26	25
31	42
36	38
54	63
81	81
104	115
4	4
5	5
23	23
20	26
44	36
49	56
41	47
98	92
66	69
108	108
4	4
22	22
10	12
12	17
27	27
24	31
38	43
147	126
133	133
194	189
11	11
23	36
34	34
34	53
27	39
103	100
51	61
47	75
63	66
175	143
7	7
11	11
20	20
51	62
56	56
130	130
124	124
51	55
132	136
287	287
7	9
14	15
23	23
33	26
37	34
56	45
56	61
62	63
57	60
142	121
3	3
8	8
29	22
38	44
37	30
47	55
36	42
58	105
146	145
174	184
0	0
1	1
10	10
12	17
14	14
43	37
72	71
75	75
98	119
101	101
4	4
15	15
24	24
49	49
25	30
63	61
104	107
49	81
64	64
131	154
1	1
28	28
31	25
59	55
26	29
35	35
65	64
139	147
130	141
123	118
1	1
4	4
28	28
16	16
19	19
36	36
25	25
89	86
172	152
133	118
3	3
2	2
13	21
22	22
22	21
24	23
40	40
48	48
66	66
145	171
1	1
12	12
16	16
20	20
21	32
30	34
40	39
53	52
107	114
364	348
3	3
6	6
7	7
25	25
26	26
26	26
48	48
27	31
25	29
57	60
0	0
1	1
7	7
17	17
18	19
16	15
69	65
47	47
62	76
148	151
11	11
9	9
22	27
37	55
52	51
32	73
87	96
91	81
113	104
484	403
11	11
24	18
17	15
12	17
25	34
32	33
35	44
103	103
80	80
529	491
57	57
48	37
37	39
43	43
40	36
53	49
117	132
163	171
212	270
235	268
12	12
10	10
23	23
42	41
55	46
56	56
108	113
127	128
94	89
137	164
6	6
7	7
42	42
30	29
33	35
35	35
136	127
89	101
121	106
166	160
11	11
28	28
9	9
10	10
18	18
27	36
68	56
41	47
62	58
152	154
2	2
10	10
35	35
48	48
47	47
85	78
63	73
51	50
60	60
217	192
9	9
9	7
13	13
16	15
30	30
33	49
181	181
39	50
93	82
139	88
8	8
21	21
12	12
39	32
37	33
90	71
130	114
52	52
164	150
222	222
1	1
6	6
6	6
5	5
15	15
49	49
48	48
97	134
67	67
112	81
3	3
7	7
9	15
15	15
45	46
65	57
56	68
94	95
120	120
196	168
6	6
24	24
37	37
74	58
89	67
44	53
58	58
124	124
154	189
113	123
6	6
15	15
11	11
12	19
33	33
41	32
45	45
36	49
46	45
77	84
11	11
15	15
11	14
34	28
40	40
36	37
120	114
106	97
100	100
142	137
0	0
6	8
18	21
21	18
8	8
43	33
43	37
124	115
122	95
108	108
5	5
6	6
17	17
17	18
23	25
37	43
46	46
93	99
145	152
114	161
3	3
2	2
47	35
35	35
98	119
118	106
182	196
153	141
148	178
419	334
1	1
12	12
13	19
22	22
30	30
43	52
68	68
125	125
105	84
138	148
6	6
4	4
6	5
6	9
10	10
16	16
45	45
14	14
36	36
142	167
3	5
11	9
27	23
29	33
75	75
37	37
105	131
183	129
174	210
80	88
5	5
6	6
15	15
16	16
30	30
61	61
51	51
70	58
121	88
184	280
1	1
1	1
7	9
12	12
16	20
18	13
72	77
46	46
166	151
81	75
1	1
10	10
17	17
32	29
31	31
67	64
61	55
78	78
96	89
296	296
1	1
5	9
16	32
35	35
54	54
53	53
60	60
54	57
76	79
133	131
102	102
112	100
111	112
65	58
93	93
77	68
185	174
192	177
203	294
422	370
8	8
16	16
11	11
12	12
27	27
18	27
24	26
54	52
128	154
133	105
0	0
6	6
8	8
7	7
16	16
55	51
34	47
103	155
192	163
256	256
3	3
7	7
24	24
20	20
30	28
20	20
90	90
93	119
61	105
98	110
1	1
3	3
13	13
15	19
37	36
82	82
82	82
51	44
207	221
167	164
15	20
23	19
21	26
30	27
27	30
74	65
123	109
82	114
261	302
297	298
4	4
12	12
16	16
24	22
16	32
25	26
85	76
159	159
332	303
439	356
3	3
4	4
14	14
19	20
39	39
24	41
21	28
57	54
149	157
139	163
10	10
10	12
11	11
25	23
38	38
44	44
45	55
63	77
53	61
127	108
3	3
6	6
15	15
13	13
33	32
47	61
21	21
100	94
76	122
143	188
0	0
2	2
22	22
10	10
73	59
59	55
70	143
140	145
96	136
411	375
10	12
13	13
8	6
20	20
78	78
23	23
44	32
50	50
32	32
167	166
7	7
5	8
10	10
13	15
41	41
78	58
52	51
82	54
177	146
323	275
2	3
9	9
28	28
30	30
58	58
102	98
116	183
166	166
254	292
405	367
0	0
6	6
10	10
28	26
96	96
36	49
85	104
63	63
85	85
222	194
1	1
4	4
17	11
10	10
24	24
29	33
31	41
51	52
105	122
193	255
2	3
6	6
47	47
41	42
40	38
65	52
53	54
217	190
212	186
294	267
0	0
1	1
40	54
50	39
72	58
84	62
58	59
162	163
104	88
162	163
6	7
13	13
7	15
11	22
16	16
21	26
33	33
56	51
67	52
91	136
4	4
15	15
7	7
15	15
21	21
22	22
51	51
108	105
47	47
531	531
19	14
12	22
33	39
18	28
31	20
87	87
41	36
55	54
82	173
112	129
8	8
16	16
23	48
35	35
48	55
49	49
57	55
66	81
114	121
202	166
4	4
4	4
32	32
30	30
39	30
35	35
58	69
49	85
92	88
80	75
2	2
10	10
6	6
12	12
28	34
88	91
59	56
57	46
135	144
522	500
16	15
20	20
23	23
18	29
25	25
110	97
47	58
74	78
131	124
109	158
1	1
11	9
7	7
8	12
23	27
38	34
30	42
75	78
91	130
106	103
1	1
1	1
3	3
5	5
6	11
18	21
34	34
89	89
189	181
253	287
15	17
14	14
33	33
20	30
24	23
27	43
63	50
52	73
110	107
227	243
3	3
3	3
13	13
18	29
38	38
79	99
47	47
48	40
114	118
121	119
4	4
7	7
15	12
16	21
35	35
33	25
43	36
35	35
72	71
56	130
8	8
4	4
15	15
11	12
19	25
18	18
15	15
58	68
66	82
160	160
6	6
25	29
40	40
51	59
55	58
79	75
87	79
93	75
111	162
718	543
6	6
10	13
15	15
17	17
23	23
56	56
78	78
95	75
132	120
225	216
6	6
6	6
8	8
11	11
28	28
28	28
34	34
57	65
93	107
118	113
1	1
33	33
121	121
48	42
38	45
71	66
39	39
113	98
71	71
247	208
4	4
9	11
16	16
12	20
45	45
79	70
47	50
160	137
162	153
255	224
3	3
8	8
5	5
5	5
8	8
13	15
16	26
27	23
93	149
144	139
1	1
11	11
17	17
20	20
18	19
22	38
61	80
38	38
25	46
50	62
9	9
7	15
24	23
21	21
25	22
33	60
95	94
87	87
113	99
407	412
12	12
15	15
56	56
40	40
37	37
55	60
64	62
65	65
47	51
110	105
6	6
4	4
22	22
33	33
31	31
48	48
98	125
83	79
96	97
244	220
15	15
27	27
30	25
45	45
37	43
70	62
99	99
75	71
197	186
606	606
1	1
14	14
66	66
40	43
60	76
81	74
114	114
139	123
155	274
388	376
1	1
4	4
9	15
10	10
19	19
33	35
27	33
74	74
58	57
274	307
4	9
23	23
16	16
34	34
20	20
48	46
116	135
58	57
123	92
143	159
4	4
7	7
13	13
20	20
22	19
72	101
81	81
112	112
160	162
652	700
4	4
9	12
11	18
13	12
18	22
22	22
21	21
52	52
84	95
740	651
1	1
25	23
11	21
31	31
30	35
30	42
41	39
43	43
78	110
140	178
9	15
12	10
16	13
71	71
85	85
52	52
57	68
73	82
97	114
82	76
1	1
10	10
13	13
17	17
27	32
61	67
73	63
103	152
168	155
395	395
13	13
26	26
28	25
40	34
32	46
52	52
160	127
103	133
145	168
246	235
7	7
8	8
12	14
16	16
19	19
20	20
56	65
38	58
87	95
169	161
1	1
6	6
8	15
25	25
27	27
38	32
102	80
76	57
97	97
281	284
0	0
14	14
15	15
26	29
25	28
33	34
135	118
114	125
168	190
693	793
0	0
4	4
13	23
47	47
69	68
63	87
38	38
72	77
54	70
71	70
3	3
5	9
17	17
21	29
23	20
62	61
101	85
62	62
63	68
207	207
7	7
10	10
9	14
8	8
16	13
33	22
25	42
31	31
71	61
117	133
10	10
13	13
14	14
52	54
34	26
40	52
65	65
91	91
77	60
296	296
1	1
3	3
13	13
24	24
46	54
51	47
86	83
64	73
51	56
100	68
0	0
5	5
43	46
56	56
45	45
51	58
41	40
66	92
99	97
174	129
0	0
1	1
1	1
27	27
20	20
99	84
109	111
73	94
442	465
480	413
4	4
8	7
7	7
18	18
53	56
60	53
54	77
81	72
91	93
59	68
0	0
6	6
5	5
16	16
9	9
18	18
87	87
45	46
69	57
248	248
4	4
22	22
14	14
21	23
25	28
50	46
31	33
63	63
72	67
88	86
0	0
9	9
18	18
25	25
18	21
22	25
35	52
67	62
71	72
139	110
7	7
4	7
16	30
17	23
23	25
29	29
30	28
55	55
90	86
229	238
13	13
18	19
57	57
74	74
34	49
84	84
52	58
57	71
89	89
145	132
0	0
7	7
17	17
19	19
19	42
46	46
72	106
87	87
141	113
158	158
0	0
1	1
14	12
16	17
22	22
36	29
147	147
85	70
93	93
80	71
15	15
18	18
13	13
15	15
18	25
41	38
53	58
53	45
69	57
58	46
6	6
9	15
28	28
20	20
18	18
35	37
36	36
63	58
142	159
128	122
9	19
11	11
20	25
19	28
35	35
21	21
20	23
48	51
109	115
92	90
10	10
11	11
18	18
22	20
110	111
102	96
123	109
153	126
344	304
407	341
12	12
19	15
27	27
94	94
115	115
42	46
59	59
50	50
67	74
150	166
10	10
22	22
10	10
14	14
70	67
75	77
60	69
72	80
86	78
95	102
3	3
2	2
10	10
10	10
22	22
17	17
23	23
30	34
112	107
181	186
3	3
27	26
19	20
25	37
24	30
108	97
133	127
83	90
161	180
127	129
10	10
5	5
39	46
40	40
58	58
50	60
42	45
68	68
135	125
144	208
0	0
10	10
24	24
14	14
16	16
27	27
57	43
58	53
136	132
211	185
2	2
7	7
12	21
10	10
19	16
13	24
35	24
64	48
117	140
460	520
7	9
10	10
15	17
37	37
43	48
111	110
81	81
94	109
555	546
268	262
10	10
8	8
16	16
16	24
38	38
64	54
171	134
72	64
139	142
332	369
3	5
12	12
13	21
19	19
40	78
65	52
124	124
68	56
167	193
305	238
2	2
8	8
9	9
19	19
30	29
50	52
35	35
73	73
123	132
66	63
14	14
11	11
24	30
31	36
76	76
48	48
59	62
56	56
85	72
111	112
6	6
6	6
10	10
18	18
45	38
42	55
57	67
87	112
160	160
143	130
0	0
3	3
14	14
20	20
24	27
37	28
45	49
46	53
57	39
121	121
3	3
9	9
15	15
24	27
65	65
105	105
71	72
72	82
117	123
173	160
3	3
10	10
5	5
12	12
6	6
28	57
53	53
75	70
128	104
381	365
0	0
13	13
78	78
19	28
49	49
24	24
37	42
54	61
109	115
108	108
3	3
11	11
5	6
21	21
22	32
32	32
42	43
75	82
136	134
361	361
0	0
7	7
33	31
24	25
34	38
49	64
118	139
79	111
133	124
192	231
1	1
6	6
16	22
20	17
30	30
34	46
73	59
104	104
133	129
374	311
1	1
11	10
12	9
24	24
80	92
53	53
78	92
133	117
94	95
124	106
3	3
9	9
11	11
13	14
25	25
50	48
115	94
190	211
304	393
319	320
28	28
45	45
15	15
21	23
31	31
41	41
28	28
41	32
47	40
205	220
7	7
5	5
8	8
10	10
11	13
14	14
42	49
66	56
153	153
279	275
3	3
13	13
22	22
25	25
35	37
40	41
62	62
65	62
114	114
122	139
0	0
13	13
37	37
30	30
30	31
77	71
67	67
107	87
78	66
117	108
5	5
10	14
14	13
11	11
17	17
41	30
41	36
58	49
87	80
176	169
9	14
12	9
32	32
20	30
26	37
33	34
52	36
55	52
83	89
126	126
5	5
11	14
23	22
36	36
41	33
43	49
56	57
70	83
78	122
87	98
3	3
7	7
58	58
55	55
48	42
35	49
41	43
57	44
76	73
108	108
1	1
4	4
10	10
26	20
27	27
58	41
71	71
57	65
105	96
383	409
1	1
9	13
29	29
12	12
35	36
30	41
59	59
89	91
143	93
254	254
5	5
13	13
16	16
24	24
105	105
23	23
87	87
82	91
71	63
179	179
3	3
10	10
5	6
28	28
3	3
14	14
25	25
33	26
38	37
44	48
27	27
30	30
50	40
43	31
62	61
41	31
92	83
101	115
186	189
199	235
5	5
13	13
12	12
29	22
27	27
40	41
38	47
132	175
55	91
209	184
0	0
6	6
22	22
17	22
59	59
25	25
78	78
45	51
75	75
112	96
1	1
1	1
13	13
12	12
15	27
16	33
115	88
78	149
106	94
165	156
12	12
16	16
16	16
14	14
29	27
57	57
87	92
150	129
177	146
186	204
10	10
7	7
11	8
25	25
30	38
32	39
28	28
101	97
116	114
197	196
18	14
22	22
34	30
50	77
50	54
62	52
102	76
91	91
101	83
254	316
3	3
11	11
11	22
14	18
61	70
50	50
111	140
170	160
250	211
205	219
3	3
2	2
23	23
42	35
29	29
51	45
126	98
97	72
96	111
203	203
7	9
8	14
15	22
35	43
47	43
60	59
58	43
71	71
80	69
268	268
6	6
25	25
37	37
62	52
87	74
80	91
100	152
60	67
184	184
82	108
8	8
11	11
10	10
14	14
23	23
31	25
25	32
91	91
40	45
76	59
5	5
35	35
29	43
72	72
57	57
97	78
104	73
135	134
370	326
575	554
17	17
25	25
70	71
58	58
123	102
77	66
81	85
174	199
375	327
347	364
3	3
2	3
16	16
21	22
39	34
51	68
75	67
98	102
299	279
154	255
6	6
31	31
30	54
42	33
76	58
60	60
64	64
67	64
115	114
84	89
0	0
15	15
19	19
37	37
91	110
45	52
119	119
78	121
104	130
119	129
2	2
17	13
14	14
29	29
16	16
27	31
24	31
50	46
63	63
82	75
14	12
17	17
44	52
45	44
24	21
137	137
68	68
49	62
77	105
88	75
0	0
4	7
6	15
7	7
22	22
15	15
15	21
16	14
47	43
39	58
1	1
3	3
20	20
14	14
26	21
29	44
54	64
69	74
117	88
90	96
8	8
11	11
9	9
11	11
9	9
18	18
16	20
42	46
58	46
78	78
4	4
8	8
18	18
37	37
36	35
22	22
52	52
80	80
87	141
292	273
18	18
19	17
13	13
25	24
27	36
27	23
24	35
57	57
64	72
284	289
21	23
19	19
36	28
54	48
73	73
77	66
65	66
71	71
141	138
575	677
11	11
10	10
15	12
38	38
53	50
64	82
179	179
83	83
151	177
376	278
0	0
10	18
34	45
40	40
24	24
31	28
128	154
117	115
314	314
407	443
5	5
16	16
12	12
23	23
32	24
54	60
41	49
172	147
143	143
222	175
0	0
15	15
9	9
39	25
28	35
43	45
61	64
85	106
598	598
303	273
4	4
11	9
8	8
13	13
40	45
55	55
57	50
93	74
122	107
226	208
10	9
20	20
21	20
30	30
21	22
26	41
31	34
54	41
80	79
113	153
2	2
4	4
10	10
8	8
51	50
50	49
105	76
133	113
388	331
375	303
20	15
17	17
17	17
25	21
19	19
25	24
85	79
116	105
218	218
124	140
5	5
14	20
29	29
32	28
48	48
61	53
54	46
84	71
99	89
142	101
1	1
20	39
48	48
35	35
41	42
33	51
39	55
105	72
127	135
123	115
9	9
29	29
50	54
70	71
75	67
80	79
60	99
62	86
120	115
159	170
1	1
10	10
4	4
14	24
21	21
59	59
44	54
66	65
47	45
54	54
6	6
18	23
24	18
27	17
23	23
53	44
39	61
44	44
73	126
209	224
5	5
13	13
49	49
50	53
61	71
69	61
108	108
154	154
55	63
552	666
1	1
14	13
32	25
40	40
58	58
40	38
39	41
63	74
123	148
269	222
1	1
6	6
5	8
26	27
33	33
32	36
43	41
65	64
90	105
239	239
19	32
87	75
56	64
84	68
90	120
98	98
172	172
227	179
283	263
326	313
0	0
6	6
28	45
22	21
45	45
45	57
40	39
56	56
227	196
274	330
3	3
11	11
39	39
28	35
41	41
35	38
39	39
49	49
105	88
87	101
15	15
15	15
20	17
40	40
28	43
52	41
78	60
72	126
90	89
1934	1934
1	1
1	1
7	7
10	12
14	14
19	19
52	52
62	61
48	45
95	97
5	5
6	6
17	18
16	16
23	24
31	29
94	95
129	99
168	229
500	468
0	0
16	11
16	18
36	36
53	59
52	80
166	166
102	102
154	154
148	148
1	1
3	3
15	15
35	29
32	32
64	52
74	74
92	84
129	129
189	189
3	3
14	22
36	36
39	39
34	34
46	46
69	69
127	129
44	44
79	106
1	1
7	6
4	4
23	23
19	19
9	11
48	48
95	95
134	145
153	154
10	10
6	6
12	9
27	27
47	45
98	98
45	45
48	54
83	97
153	145
1	1
3	3
7	7
13	13
5	5
19	19
13	13
58	49
93	93
111	86
2	2
6	5
13	13
16	18
39	39
18	18
27	27
51	41
178	164
113	121
17	18
21	21
26	24
26	26
43	43
53	53
80	84
100	107
266	238
257	199
3	3
7	7
17	17
16	25
26	26
34	34
40	32
31	38
35	35
72	72
12	16
25	29
28	33
38	42
41	40
53	56
63	63
76	65
280	294
219	227
1	1
28	30
36	36
41	41
35	35
42	44
55	72
73	83
157	142
741	728
3	3
5	5
9	7
24	24
28	26
40	44
24	50
88	73
124	113
222	222
8	12
7	7
33	33
17	17
18	18
35	30
89	61
121	94
126	109
418	418
43	43
23	23
27	27
41	54
37	37
90	108
90	84
86	100
108	88
383	383
8	11
7	12
11	11
22	22
24	25
34	40
55	56
117	117
286	294
293	293
16	16
23	29
20	20
25	25
29	30
117	104
128	151
103	82
157	164
267	367
3	3
3	3
12	12
21	21
27	27
46	46
72	60
69	69
64	77
136	136
4	4
15	13
14	14
18	27
19	19
40	40
53	55
89	62
58	75
173	156
1	1
12	13
5	5
43	49
29	28
74	57
46	46
76	117
139	164
131	157
5	5
68	48
43	43
56	83
79	82
78	78
78	79
78	78
100	115
375	326
6	6
6	10
30	27
14	14
24	32
23	23
70	49
56	60
125	121
94	100
1	1
16	13
16	16
17	17
22	19
16	21
19	19
45	45
41	34
87	169
4	4
16	16
3	3
10	12
30	30
40	74
56	49
61	61
90	130
136	151
6	6
12	12
15	17
37	30
37	37
41	34
64	66
76	80
53	52
107	121
0	0
4	4
15	15
9	9
16	16
29	29
45	45
52	56
80	80
88	88
3	3
10	23
44	40
36	36
32	38
86	86
102	110
68	120
89	104
302	266
2	3
4	4
21	21
9	9
32	32
42	42
35	35
74	80
58	50
114	102
0	0
0	0
9	9
17	17
11	20
36	36
81	72
93	97
58	59
86	90
14	14
17	17
21	26
35	27
46	54
49	38
51	51
65	65
87	86
119	105
6	6
13	13
41	41
37	43
42	44
84	92
88	76
99	99
177	159
130	165
3	5
17	17
27	27
66	52
64	64
51	51
71	58
61	64
70	70
62	62
5	5
13	22
31	31
24	24
37	43
49	49
38	38
94	82
100	130
354	302
6	6
16	16
7	7
8	23
15	19
22	20
27	34
74	71
125	142
236	199
1	1
22	22
18	18
28	28
28	33
31	47
57	76
55	55
90	69
96	100
10	10
15	15
53	42
22	22
43	88
85	90
66	72
148	118
201	252
406	342
4	4
14	14
18	20
24	24
42	42
39	58
45	47
80	69
95	96
107	140
19	19
12	12
25	23
26	29
26	24
42	32
72	73
138	113
116	90
398	357
2	2
3	3
10	15
11	19
20	20
25	30
31	24
29	38
36	36
59	59
21	21
33	33
37	40
80	68
40	53
53	53
43	74
46	43
69	70
111	109
22	22
45	36
33	26
39	43
54	60
43	43
33	37
77	93
98	82
138	115
9	9
11	19
31	31
30	40
19	34
82	90
68	81
73	66
101	88
155	129
7	7
40	41
26	51
64	66
64	53
48	71
61	81
72	68
144	175
438	438
0	0
1	1
4	4
22	22
21	21
30	31
67	65
49	58
71	79
116	115
3	3
26	26
13	21
17	16
31	31
39	36
48	48
65	64
94	123
182	163
6	6
25	25
34	38
51	51
52	52
75	75
70	76
124	104
157	157
244	244
7	7
13	13
14	14
20	23
16	29
26	35
42	42
38	62
106	106
212	249
1	1
11	11
18	18
34	34
97	97
50	57
43	43
46	46
172	172
82	82
13	13
21	21
15	17
41	53
53	46
81	81
73	64
45	40
142	182
68	61
6	6
3	3
25	19
38	42
119	119
47	42
55	54
69	58
81	123
139	139
3	3
2	2
17	17
14	14
25	30
25	41
29	29
66	73
62	83
69	73
0	0
15	17
27	31
31	27
46	49
77	77
48	95
52	61
111	91
120	111
6	6
8	8
15	13
13	20
46	46
72	76
95	88
104	109
164	168
97	95
6	6
15	15
10	15
20	20
23	24
21	21
48	47
75	92
67	77
54	54
23	23
30	23
48	33
34	59
124	114
60	82
187	174
87	129
170	170
161	139
21	21
14	14
36	39
50	59
48	51
131	109
100	95
81	74
102	91
302	283
10	10
18	18
13	21
19	29
69	73
66	65
95	173
125	125
145	117
295	247
0	0
17	18
16	16
20	25
24	26
47	44
90	90
97	88
204	192
178	179
4	4
10	10
10	10
29	29
21	21
40	40
79	87
201	201
96	116
200	198
1	1
1	1
9	9
16	16
23	24
80	80
27	27
42	42
82	89
103	107
0	0
2	3
4	4
6	6
22	22
17	13
120	120
70	62
91	67
107	128
2	2
8	8
37	37
11	25
28	28
24	27
34	40
65	57
109	107
132	154
4	4
8	8
32	52
28	41
34	38
50	45
85	85
61	72
109	114
211	200
1	1
13	10
7	7
26	26
20	22
33	43
30	36
168	168
65	56
180	180
13	13
16	14
13	22
29	41
